product_title,star_rating,verified_purchase,review_headline,review_body,review_date
"GE PHP960DMBB Profile 36"" Black Electric Induction Cooktop",5,Y,Loving it!,We were so excited when the Cooktop was installed in our new kitchen island it looks wonderful. We had a gas cooktop and decided to go with the induction to give a cleaner appearance on the island opposed ot the bulky gas cooktop.  We have had the item for a lttle over a month and we are loving it!!  Getting use to the way it cooks hasn't been as difficult as I thought it would be but finding the same type of pans we used on the gas cooktop has been challanging (style and size).  I look forward to coming home and cooking dinner....,1/10/14
Generic Mini USB Fridge (RED),1,Y,Doesn't work,"Does not work, beverage was warm when it was turned on , had it charged all day but didn't work at all",1/10/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,1,Y,Poor,Not what I expected..  Holes are quite large and if you put a fork or knife upside down they slip right through..  Each compartment is so large silverware falls over.  Measurement are deceiving because  are curved and cut capacity in half. All in all very cheap design.  Save your money and go the extra mile and buy the more expensive one...,1/9/14
GE Part Number WB02X10895 GUIDE ROLLER AS,5,Y,Perfect replacement for GE Profile microwave,"The microwave guide roller was missing in our recently purchased house, causing the tray to routinely rattle while revolving.  I purchased it on Amazon from PartsAway (third-party seller) for $28.24 (obviously too expensive for such a simple part, but it was still cheaper than directly from GE).",1/9/14
"GE PHP900DMBB Profile 30"" Black Electric Induction Cooktop",1,Y,Is there an inherent design problem with these units?,"I have purchased many GE appliances over the years and been very satisfied.  You expect \\""6 sigma\\"" products and service from GE.<br /><br />This arrived in good shape and worked as expected out of the box.  Cleaning is a breeze.  I do prefer Gas to induction as it seems to heat the whole pot instead of just the bottom.  So you need to learn to cook a little differently.<br /><br />Now the problem...less than 1 month of use and the \\""3 light\\"" problem showed up.  Only one burner was working.  Since the problem showed up, I have seen other reviews on Amazon and on other sites with the same issue.<br /><br />You can't call for service except during M-F business hours. The tech came out and said we needed parts but they were on backorder.  GE would not replace the unit despite not being able to tell when the parts would arrive.  They did offer to pay for a rental stove.  A rental stove?  You must be kidding.  Where would someone put such a thing?  On the back porch?  What about wiring?  LOL<br /><br />Long story short, it was a $600 control board which was installed about a month later.  Unit is now working normally.<br /><br />I would not recommend purchasing this unit as it may have a design issue or simply poor QC on their electronic boards.  You can't make a judgement based on one incident but why take a chance?<br /><br />BTW GE offered me nothing for the inconvenience and suggested buying an extended warranty for over $300.",1/9/14
GE Part Number WD28X10053 RACK LOWER & ROLLER ASSY,2,Y,"Does not match photo, worked OK after modification.","The photo is not what you'll get.  You'll end up with a completely different design.  I was not happy with the new design because instead of wire posts (as seen in the photo), the actual product has wire loops.  Imagine if you welded the tip of one of the wire posts to another wire post.  Then do that for every remaining pair of posts. This dramatically cuts down on the various ways the dishes can be placed in the rack.<br /><br />The biggest problem is that the wheels provided with the rack were not wide enough.  So when I slid the rack into the dishwasher, the entire rack fell into the bottom of the washer.  I managed to fix this by removing my old wheels (from the old rusted rack) and assembling them to the new rack.  Then I had to bend the metal supports outward to further increase the wheel width.  Whoever thought this is a direct replacement rack for the stock GE rack was completely wrong.",1/7/14
GE Part Number WB06T10012 GUIDE ROLLER ASS'Y,5,Y,Great price,"Excellent! Fits perfect, very reasonable price. Searches elsewhere for good price and I found it here. My new one stop shop for parts",1/7/14
GE Microwave Glass Tray WB49X10108,2,Y,wrong size,Wrong size glass tray was sent.  It won't fit in my microwave even though I used the model number to place the order.,1/7/14
"GE MSWF, MSWFDS, 101820-A, 101820A, 101821B, WR02X12345, WR02X12801 Compatible Water Filter",5,Y,Works well,Great product for the price...fits my GE no problem....Price is excellent....would highly recommend this to anyone....shipping was fast..well worth  it,1/6/14
GE GNS22EGEBB 22.1 Cu. Ft. Black French Door Refrigerator,4,Y,Gorgeous refrigerator,"I like this refrigerator.  It is a very attractive, denovo, innovative, energy efficient, etc. refrigerator freezer.  It has a massive commanding appearance to it and fills the designated space perfectly. The look this model really brings out the appearance of my kitchen.  However, having only used side by side refrigerators for the past 43 years this one is going to take some getting used to.  The entire top being just refrigerator (very roomy) and the entire bottom being not only freezer but a pull out freezer with no bottom to the drawer itself (only one large wire basket) is really a different mind set.  I like the ice maker which is nice and compact and the smaller adjacent freezer drawer is nice as well.  After all is said and done though I think that more freezer space could be realized if the bottom was just two doors as is the top and shelves underneath the refrigerator!",1/6/14
"GE JGB870SETSS 30"" Stainless Steel Gas Sealed Burner Double Oven Range - Convection",5,Y,Great buy - a lot of features,Great stove. We're using it in our restaurant.<br /><br />Large oven capacity - love the dual ovens. Easily cleans up.<br /><br />We use LP gas & had to use the included adaptor kit. Pretty simple to change over.,1/6/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,fits the purpose,This is well made and works much better than the one which originally came with my dishwasher.  It can hold a lot of silverware.,1/5/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,BEST BANG FOR YOUR BUCK.,"Affordable, arrived quickly, and fit perfectly as a replacement in my whirlpool. LOVE this product. Don't spend any more on this type of product- this one's great!!",1/3/14
Genuine SAMSUNG Fridge Freezer Defrost Heater - Evaporator DA81-01691A,5,Y,Low cost for Genuine Samsung refrigerator part - very satisfied!,"A bit skeptical at first, if genuine (considering the low cost), but turned out to be really a \\""original\\"" part.<br />Very satisfied - Fridge is back to original (cool) state after part was fitted (by myself)! Works without any visible flaws!<br />Best of all, after fixing the fridge, my wife stopped chasing me with her rolling pin!",1/3/14
GE Part Number WB20X5050 PROBE,5,Y,GE Profile Oven Probe,"Murphy's Law at it's best!  Luckily, couple of weeks before turkey day, I decided to convection cook a beef roast using the probe. Noticed that the internal temperature wasn't registering; a sufficient time had lapsed and the outside of the roast was already starting to brown.  While attempting to check plug connection, the wire connected to jack end separated.  Oh no!  Not just before Thanksgiving!  Ran to my computer for replacement. This probe had good reviews and looked like a direct replacement.  Arrived in time for Thanksgiving and works just fine. Came wrapped in a genuine GE part bag.  The broken probe was 8-year's old and original equipment...that comes to about $12 a year - well worth it considering how important this piece of equipment has become in our kitchen!",1/3/14
"GE CP350STSS Cafe 30"" Stainless Steel Electric Smoothtop Cooktop",5,Y,Excellent product at the best available price,"Excellent product, exact fit and easy install. Looks exactly the way we envisioned it.<br />Delivery right on time. No hassle. Driver even insisted on opening the package in our presence, so all would be assured the product arrived in good condition, which it did. And best of all was: the best pricing!",1/3/14
GE Part Number WB06T10012 GUIDE ROLLER ASS'Y,5,Y,The experience of ordering the part was exactly as I had hoped it would be. Thanks you GE and Amazon.,I was surprised that the part was available. The microwave oven is older and my thought was that it was not in-service any more. Thank you for all the time and money saved by using Amazon.,1/2/14
GE Washing Machine Lint Filter WH43X10020 WH43X10036,5,Y,good product and good quality,Works well for filtering the wash machine works well and does a good job easy to install and has worked well and fit my machine,1/2/14
GE JX81B Recirculating Charcoal Filter,5,Y,Great Product,This product prevented us from having to put another hole in our wall to vent the microwave. Great product and easy to replace if needed.,1/2/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,exactly what i needed,This replaced the silverware basket in our original GE dishwasher and i was afraid i couldn't find an exact replacement after years of use.  This basket was exactly what we needed.,1/1/14
GE Part Number WR23X10179 SWITCH LIGHT,5,Y,Was not a match for my Maytag refrig. freezer,"But the connector to the switch was able to be cut with a razor and allowed it to fit over the connectors on the switch, works great!",12/31/13
GE Part Number WH01X10088 BUTTON SWITCH,5,Y,It Works,The button was easy to replace and my washer is working once more. Overall I would say I am very happy with the product.,12/30/13
"GE Profile PDT750SSFSS 24"" Built-In Dishwasher",5,Y,Fantastic,"Hard to tell it is even running, but the LED display gives all the info required.  Dishes are very clean, and we are very happy.",12/30/13
GE Part Number WE12X10009 BELT-DRYER,4,Y,"Took longer than expected to get it, other wise good","Took longer than expected to get it, other wise good.  The dryer belt was exactly what I was looking for.  Thank you and Happy Holidays!",12/30/13
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",4,Y,Got what I paid for,No surprises shipping was a bit slow but that was expected with the holiday rush.  Filter and parts were boxed well with no missing parts.  I would order from these guys again.,12/30/13
GE GTWN5650FWS 3.9 Cu. Ft. White Top Load Washer,5,Y,Great washer,So far everything is working great after about 25 loads. Set up was very easy and the machine is working perfectly.,12/30/13
"GE Microwave Glass Turntable Plate / Tray 12 1/2 "" WB49X10021",5,Y,Exact replacement!,"Can't use my microwave oven without turntable glass.  Had a hard time finding a replacement, but hurray! I found it on Amazon.<br />It is exactly the same as the broken one & fits perfectly.  The plate arrived a day earlier than I expected and it fit<br />perfectly.  The price was good as well.  I depend on Amazon.com for so nany things and you don't let me down.",12/29/13
Generic Water Replacement Filter 2 Piece Set,5,Y,Same produce half the cost,"They fit and work great in my Keurig brewer just like the original kind.  Plus there is less packaging, so less waste!",12/29/13
"GE PP975BMBB Profile 36"" Black Electric Smoothtop Cooktop",5,Y,Very nice,Really like it - exactly what I expected - if your replacing an existing unit - just be careful measuring your existing cut out.  Lip on this design is narrow at points due to the curve. We had to mount right on the edge!,12/29/13
GE Refrigerator Dispenser Auger WR17X11939,5,Y,Exact part to repair my broken auger,"My OEM auger broke and after a little searching, Amazon was the better price of everyone.  Took about 30 minutes to replace the auger and am enjoying the ice being dispensed again.  The hardest part was getting the ice crusher portion out of the cube tray.  After that, just pay attention to the numbers on the blades and their alignment on the shaft.  Reassembly is easy once you note this detail.  (Pictures help too.)",12/29/13
GE JP328SKSS 30 Electric Cooktop - Stainless Steel,5,Y,LOVE IT,"Exactly as described - It is hard to find  a range top to fit the small space in my kitchen,",12/28/13
GE PSA1201RSS Profile Advantium 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave,5,Y,Great product.,"It microwaves, convection bakes, and infrared browns.  I also fast bakes and works wonderful on dinner rolls. It has two baking racks, an excellent nonstick baking rotating tray, and a rotating glass tray for microwaving.",12/28/13
GE CSA1201RSS Cafe Advantium 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave - Convection,4,Y,nice microwave,"the microwave has work very nice, a bit pricy thou but in the long run it will have been a good inventment as my wife loves to coooook.",12/28/13
GE PVM9179SFSS Profile 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave - Convection,4,Y,Love it,I had to  order 3 of these because the first two arrived damaged. After the third one was installed it looks great and works great. I got it just before Thanksgiving so I used it as an oven so I then had two ovens which came in very handy.,12/28/13
"GE GDF540HSDSS 24"" Stainless Steel Full Console Dishwasher - Energy Star",4,Y,"once you get used to it, it is better than average","we used to have the best dishwasher ever, quiet, cleaned anything and everything, no rinsing etc and after 15 years my 7 year old finally managed to jamb something in the pump where I couldn't get at it.<br /><br />I looked at a lot of dishwashers because the basic requirements for me are internal food disposal, pots and pans cycle and water heat. I was amazed at how many more expensive units didn't have all of those features. All in all this dishwasher works really well except the dish layout is a little frustrating. It is made to hold a 12 piece dinner place setting. If you aren't loading a 12 piece dinner place set the tines are too close together if you don't over load it it cleans pretty well with an occasional item that doesn't get everything.<br /><br />The silverware bins are truly annoying but if once you figure out that loading silverware in like groups, all spoons together for example, the it is easier to load and unload otherwise the utensils get stuck on the flap and well...  also don't put any forks or knives too close to the soap dispenser of they might block it from opening.<br /><br />One really nice feature with kids is that you can lock the control panel so they can't start and stop it just by hitting button ( we have had that happen plenty of times )<br /><br />the water temp is not as hot as my old unit, hence why it does not get as clean. Also the heated dry tends to create condensation when it is done so if you don't take them out and get third degree burns then they are wet when you do particularly plastic items.<br /><br />this dishwasher is also very quiet. In fact on occasion if there is some noise in the room, sometimes I am not sure it started.<br /><br />one more advantage I almost forgot is the rack height that is one other place It does have my old unit beat you can put really large stuff in the bottom without interfering with the spray arm.<br /><br />So all in all compared to a dishwasher I would have given a 5 and bought again if they still made it I give this one a 4. If they made the racks less complicated and the water temperature hotter then I would have said goodbye to the old one happily.",12/27/13
Generic Water Replacement Filter 2 Piece Set,5,Y,Keurig Water Filter,This product is nearly impossible to find in stores near me. I got exactly what I was expecting...and quickly too.,12/27/13
GE CYE23TSDSS Cafe 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,1,Y,Noisy and poorly made.,"UPDATE: I'm updating this review since this piece of junk is even worse than I'd thought.  First, the hot water dispenser was broken the day it was delivered. It just never worked properly. After 6 service calls, GE finally decided to replace the damn thing after they basically replaced all the electronics in the fridge, to no avail.  The new fridge is just as loud as the first one, but sometimes, it's much louder. It's like having a Harley running in your kitchen. It measured it with a decibel meter and the sound level came in at about 75 dB.  Worse, the fridge doesn't keep the temperature. I have all the temperatures set at the &#34;recommended&#34; settings, but the actual temperatures are WAY OFF. In short, EVERYTHING is FROZEN in the fridge. The water line doesn't work because the WATER IS FROZEN. All our vegetables have freezer burn and we had to throw them all away.  ORIGINAL REVIEW: A lot of people complained about the noise... I didn't think much of it when reading the reviews, but now I regret that I should have. Others have said this already: that it's normal, that it sounds different because of the variable-speed compressor. However, there's no excuse for it to be so loud.  Also worth mentioning is that the hot water dispenser is flaky at best. I've tried to make hot water 3 times, and 2 out of the 3 times, the fridge comes back with the dreaded &#34;Hot Water Disabled&#34; error message. Google this; others have had this problem. So I have to go to the panel and cycle the circuit breaker to get hot water to work.  The stainless steel is also quite cheap for a Cafe--it's something I'd expect on the mainline GE. It's the thin, shiny, with lots of coarse grain, nothing like more polished SS found in higher-end appliances.  And, just after one day, the cover on the touch panel for the temperature-drawer bin has already started peeling off.",12/27/13
"GE C2S985SETSS Cafe 30"" Stainless Steel Dual Fuel (Gas) Sealed Burner Range - Convection",5,Y,Replacement,"Love the look, Love the features, Love how it works, Went from electric to gas, will not go back if I have a choice",12/26/13
"GE GDF570SGFWW 24"" White Full Console Dishwasher - Energy Star",4,Y,Nice DW,"The DW is good looking, very quiet, and relatively easy to install.  We usually use powdered detergent, which can lead to problems if you fill the wash cup over half way (becomes a sludge and doesn't disburse properly).<br /><br />Good features, large capacity. so generally happy with it",12/26/13
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,General Electric dishwasher silverware basket,"Great value for the unbeatable price!  I was skeptical and anticipated on receiving an off brand product for the price I paid for it, but what I received was was an original General Electric factory replacement product.  It was even priced below the cost off the off brand products. Unbeatable deal!",12/26/13
GE Gneral Electric DRYER LIGHT BULB WE4M305,5,Y,Dryer light bulb,What's not to like. It does the job at a reasonable price. I would think this was an easier way to get this bulb instead of endless searches at a hardware stores.,12/26/13
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,Good Deal,This works pretty good in my dishwasher.  It fit perfectly and holds all the utensils and will accommodate more.  Good deal!,12/25/13
"GE PHS925STSS Profile 30"" Stainless Steel Electric Slide-In Induction Range - Convection",5,Y,Best part of our kitchen,This range is super great. The star in our kitchen.<br />Reading the manual is a must to use all of the bells and whistles.<br />Requires a 40 amp 220 volt circuit for best results.,12/24/13
GE Part Number WB36X10176 LAMP 12V 20W,5,Y,Good price and fast delivery,"This is the second time I have replaced this light bulb in my GE Advantium range hood. The first time I ordered directly from GE, and the bulb only lasted about a year. This time, I was happy to find the bulb through Amazon.com at a better price. As an added bonus, the shipping was free. I received the package very quickly, as promised. Fortunately, this bulb came with better instructions, including one that said not to touch it with your bare hands. I didn't realize that was an issue with this type of bulb. I'm sure that I touched the last one while I was putting it in, which could have shortened its useful life.",12/24/13
GE JX81B Recirculating Charcoal Filter,3,Y,Lighter but less expensive,Lighter built but less expensive than OEM GE part. Will serve the purpose. Its hard to judge performance of thesee filters.,12/23/13
GE JP328SKSS 30 Electric Cooktop - Stainless Steel,4,Y,"Good, solid appliance","This cooktop is functional if not particularly attractive.  It also heats very quickly, which I like because I'm usually in a hurry.",12/21/13
Generic Mini USB Fridge (RED),5,Y,Really cool device,"It was REALLY cool!  It didn't have any Coca-Cola markings, but I plan to add a couple of scaled decals to customize it.",12/21/13
General Electric WD28X10152 SILVERWARE BASKET ASSEMBLY,5,Y,What's not to like?,"It's the right part for the right dishwasher.  I hope it doesn't wear out as soon as the original one did -- four years -- but I can't imagine that it won't as long as my co-inhabitants continue to put sharp knives into it sharp-side down. (Which is the recommended method to avoid slashing your wrists, so I can't complain.)<br /><br />If you need one, buy it.",12/21/13
GE PVM9215SFSS Profile 2.1 Cu. Ft. Stainless Steel Over-the-Range Microwave,4,Y,Great Microwave - highly rated on consumer reports - challenging installation,"Once installed, this is a good microwave.  The warranty is a good five year warranty and the microwave is rated highly on CR.  The door and handle seem just a little flimsy, and there is no popcorn button, but other than that a good machine.  The install is challenging.  Locating the exact location of where to drill the screw holes in the upper cabinet is difficult - using the templates provided is not a great method to find these holes.  Using a laser and measuring three times worked, but I was still just a little bit off as the brackets in the back - on the wall, dictate how the microwave will line up underneath.  The brackets on the wall allow for zero movement side to side - zero, so you need to be right on w/ the rear brackets or at least find your holes using where the brackets are on the wall and not where your cabinets are (side to side), if that makes sense.  If you have an old GE microwave, the bracket will likely be the same (as mine were), but the upper cabinet holes' location were different.",12/20/13
GE MWF Refrigerator Water Filter Replacement SGF-G9 3-Pack by Swift Green Filters,5,Y,Works like the OEM Filters.,"More than half the price of the OEM filters. Works great, fits right. No problems so far. Great refrigerator filters!",12/20/13
"General Electric GENERAL ELECTRIC WB31X5013 SMALL 6"" CHROME TRIM RING",5,Y,Very nice and well fitting for my older ge stove,Very nice and well fitting for my older ge stove. Glad i found them and you had them instock! Well Done,12/19/13
"GE GDF570SSFSS 24"" Stainless Steel Full Console Dishwasher - Energy Star",4,Y,For the price and size it's a great dishwasher!,"It's not the slickest one on the market, but it does a great job cleaning and is simple to operate.<br /><br />There are minimal wash settings, but truly, how many do you need????<br /><br />I don't love the texture of the front panel, but it's completely functional, it just doesn't look super high end... but the dishwasher isn't high end...<br /><br />Interior there is plenty of space, enough for our family's needs. It may be smaller than some on the market, but it's also a shorter washer dimensionally, so that may have something to do with it. We have short countertops, and needed one a bit smaller. It's perfect for us.<br /><br />My husband installed it, and said it was tricky, he needed to upgrade some fittings, HOWEVER, he is a total perfectionist, and it was probably his opinion over the average bear's ;).",12/19/13
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,great replacement,"The basket that came with our GE dishwasher was super flimsy -- we replaced it because it was full of holes and broken places in the bottom. This one is a perfect fit for our dishwasher bought in 2008 (not one of the listed dishwashers). Much stronger and better quality than what came with the dishwasher. All three compartments have a flip down top, which I think is a little strange, but they can be flipped up or removed if you like.",12/19/13
GE Part Number WR17X11655 GRILLE RECESS BK,5,Y,Fits our stainless steel fridge,The original silver coated plastic grille recess coating started to peel within a year.  To replace it was too much $$$$!!!  It was ridiculous what GE charges for a piece of plastic!  I read reviews on this and took a chance that it would fit my stainless steel fridge and it did.  Looks better then original for a much better price.,12/19/13
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Very Good Product,"This maintainence kit is very well designed.  All the pieces fit together well, and it's very easy to put a new evaporating pad into the humidifer.  In fact, it was faster to put in the new parts than it took to read the instructions. About 5 minutes to remove the old pad and put in the new one.  And I'm a pretty fast reader.  I can whole-heartedly recommend this to anyone who owns an Aprilaire Model 600-series humidifier.",12/18/13
GE CYE23TSDSS Cafe 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,3,Y,Need to keep rubbing it with a baby diaper,"Our fridge was delivered five days ago. It's beautiful. I'm not sorry I chose it.  I have more usable space than my old side-by-side,  I love the design details. I love being able to open the french doors and see everything.  No more digging.  Freezer space is luxurious compared to my old fridge. This new counter-depth has a smaller footprint and makes my small kitchen look bigger. It's not noisy. We love the beautiful lighting inside. I just like standing and looking in. And, I really like knowing it was made in Kentucky, not China.<br />Here's why I'm only giving it 3 stars:  The vegetable drawer is way too small. The design of the ice dispenser causes  crushed ice to bounce and spatter all over the floor. I don't see that I'd use the hot water feature.  I have to wait four minutes for a single 8 oz cup of water to heat up.  I'll stick with my whistling teapot on the stove. It fingerprints like crazy. So I'm always rubbing it with stainless cleaner and a diaper. It feels like idol worship when I'm doing this.",12/17/13
"GE Cafe CGP650SETSS 36"" Built-In Gas Cooktop",5,Y,Great Purchase,Great purchase in every way! I saved about 400.00 by ordering through Amazon! Everyone that visits compliments this cook top! HIGHLY recommend this unit! It is beautiful and top quality!,12/16/13
"GE JB850DFBB 30"" Black Electric Smoothtop Double Oven Range",5,Y,My wife is happy and that's what counts.,"This range is very easy to use, the controls are user friendly, controls for the top oven on the left and the bottom oven on the right. No searching around to find the right buttons to press. We saved almost $400 by buying from Amazon over a big box store and it was delivered right into our kitchen. We had to dispose of the old range ourselves but it was in good shape so we donated it to a church sale and they picked it up.",12/16/13
"GE JP201CBSS 21"" Stainless Steel Electric Coil Cooktop",5,Y,2 element cook top,We used this stove top creating mother in laws sweet. Over all it is a nice product for the price.,12/15/13
"GE Profile PVM9195SFSS 30"" 1.9 Cu. Ft. Capacity, 1000 Watt Over The Range Microwave Oven",3,Y,3 layers of menus,"I am frustrated I can't just hit a button and walk away and come back to cooked food.  To make it cheaper, they eliminated a number of buttons I used to use on my GE 1870 (magnatorn died).  I just want to cook some frozen vegetables!  I have tried a number of settings like Reheat vegetable, steam, or others and none of them just cook frozen vegetables like my old one.  Oh and to get to some of those, you have to go 3 or 4 menus deep.  The steam function always warns you to use the recommended steamer, I count that as a menu.  Look at the use manual before your purchase.  Oh an you have to babysit the steam function because it stops half way through.  I should also note that the nuts on top for attaching to the upper cabinet are only held on by cheep clips.  Don't  try to force anything, or the nut will rip through the thin metal and start spinning around and you will have to cut the bolt.  The nuts on my old microwave were attached much better.<br />I was also surprised that the sides of the door were only 1/2 stainless and the sides were totally grey.  They really cheeped out. FYI the inside is the bluish black pebble finish you usually see in an oven.<br />So what do I like....it used the same wall bracket as my JVM1870 when though they say it doesn't.  The metal on the bracket is thicker on the old wall hanger, so I kept using it instead.  The holes on top are in different places though.  Second thing I like, the down light button is physically separated on the bottom of the control panel.  It is easy to hit in the dark now, I like that.  Lastly, I like that this operates quieter than my old one.<br />I might just fix my old one because this is so hard to use.<br /><br />PS the bottom of the microwave is no longer flush and the vents and lights protrude.  This means that the plate inside is about 1/2 inch higher than before, something to consider for those of us that arn't so tall",12/15/13
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,4,Y,Fits Amana - Just the ticket,"We moved to a new rental apartment and the dishwasher (Amana) had a tiny silverware basket. This was the cheapest good replacement and fit in just right.<br />Only downside is that the holes are pretty big/coarse, and small utensils do fall through. We have to put our Ikea teaspoon head-first because of that.",12/15/13
"GE JGP633SETSS 36"" Stainless Steel Gas Sealed Burner Cooktop",4,Y,"Good range, sometimes lights slowly.","Got this to replace my old KitchenAid range.<br />Looks good, just a bit no frills looking.<br />Works good, but sometimes takes a few seconds to start. Other times starts instantly.<br />Was easy to install, and we're satisfied with it.",12/15/13
GE Refrigerator Dispenser Auger WR17X11939,5,Y,Great service!,"Got here quickly and fit perfectly! Had a bit of trouble switching it out, but YouTube helped get this done.",12/14/13
"GE PHP900DMBB Profile 30"" Black Electric Induction Cooktop",5,Y,Induction is the best,"I have never had induction cooktop and since getting this one and installing it, I absolutely love it.  It cooks really well with less time and less heat in my kitchen.  I so wish I would have had one of these years ago.",12/13/13
"GE MSWF, MSWFDS, 101820-A, 101820A, 101821B, WR02X12345, WR02X12801 Compatible Water Filter",5,Y,great price,"Shipped fast, perfect fit. This filter is just as good as the 45 dollars you will spend at Lowe's.<br />Save your cash and buy this one!",12/13/13
GENUINE OEM FSP WHIRLPOOL KENMORE SEARS MAYTAG ROPER ESTATE KITCHENAID ADMIRAL DRYER KIT PARTS 4392068 3394652 329241 691366 690997,1,Y,this product doesn t tell the size of the belt or the drum size fit,the belt has to size to it and the wheels do not tell you which one goes on the left rear and the other on the right side at the back  no instruction on it how to put it on hve to use the website to put it on sears is the best instruction on this product.,12/13/13
GE 3.2 cu. ft. Compact Refrigerator - Black,5,Y,Quiet and Attractive,"I use this refrigerator in my classroom and it is perfect.  It's very quiet and I like that fact that it does not have a freezer compartment, which I do not need.  The coldness setting is easy to access and on medium it keeps my Diet Pepsi and water at the perfect temperature (which is COLD).  The appearance is nice and I would buy this unit again.",12/12/13
GE CYE23TSDSS Cafe 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,4,Y,"Great Fridge, Great Price, Take A Bit To Get To You...","Bought a house filled with GE Monogram appliances (Stove, Double Ovens, Dishwasher) but sans fridge. Did some investigating and the GE Cafe handles are almost identical to those of the Monogram (except the area the handle mounts in is slightly rounded as opposed to the Monogram's hard edges).<br /><br />Bought it here on Amazon... and while Amazon will tell you one shipping date, it's wrong. You need to wait for HCCost to contact you with a window. While the delivery wasn't as fast as I would hope, it was getting frustrating with this fridge out of stock in Las Vegas, not to mention this Amazon deal was literally $300 cheaper than the nearest competitor.<br /><br />When it finally arrived, they unboxed it and slid it to the opening in my cabinets. I took it from there ($100 install fee for one stinkin' $8 tube? No thanks). Installation was self-explanatory.<br /><br />The fridge I received was free from defects on the outside. The inside lip of the fridge seems to have some marks on it, but nothing I'm sure a magic eraser can't fix. They pack the fridge for the apocalypse so set aside about an hour to remove all the extra tape and plastic wrap they have in there.<br /><br />For a counter-depth fridge, this sucker can fit a lot of food. First test was an entire Thanksgiving Dinner with a turkey and a ham and a ton of extras. All fit nicely. The bottom pull-out rack can have it's temperature changed (with some cool lighting effects) and is perfect for fitting cans of soda. (I have fit 30 cans. enough for 5 rows, 4+2 in each row)<br /><br />The fridge is pretty quiet (I thought it was noisy for a second, but then I realized I literally had no fridge there for 3 weeks... anything is noisy.)<br /><br />The screen on the front is pretty cook. I have seen some people saying the precise fill doesn't work, they are wrong. It does. When you pour water it will count out how many ounces you are dispensing (it is time-based and isn't an actual scientific measurement). That'll fill up all day long. &#34;Precise fill&#34;, you choose how many ounces you need, and it will dispense it and auto-stop. The heated water, nice feature. Will we use it with a Keurig? Probably not. Haven't used the digital picture frame option yet but it is on my list.<br /><br />All and all, it's a great fridge, at a great price, that takes a good deal of time to get to you with the Amazon option. And it is now fully manufactured in the USA... so if you had a bad experience with a GE product made elsewhere, give this one a shot. Totally different ballgame.ll up all day long. &#34;Precise fill&#34;, you choose how many ounces you need, and it will dispense it and auto-stop. The heated water, nice feature. Will we use it with a Keurig? Probably not. Haven't used the digital picture frame option yet but it is on my list.<br /><br />All and all, it's a great fridge, at a great price, that takes a good deal of time to get to you with the Amazon option. And it is now fully manufactured in the USA... so if you had a bad experience with a GE product made elsewhere, give this one a shot. Totally different ballgame.",12/12/13
"GE PP989SNSS Profile 30"" Stainless Steel Electric Smoothtop Cooktop - Downdraft",5,Y,Best downdraft cooktop in my opinion,The down draft is powerful and efficient.  The heating elements are quick to heat and I have found that I don't have to crank the burners wide open unless I want to boil water.  A setting of medium to low is best for cooking with high quality cookware.,12/11/13
GE Refrigerator Icemaker Ice Maker & Water Valve WR57X10024,2,Y,NO ice,After all the time & trouble to  install it does not make ice. Guess I will just  wait for the refrigerator to die & buy a new frig.,12/11/13
GE CYE23TSDSS Cafe 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,3,Y,Great but not the quietest.,"It's a nice fridge but holy cow, it makes some noise! It growls and whines and revs up like it's going to take off!",12/11/13
GE Part Number WD28X10284 RACK ASM FINAL LOWER,1,Y,Don't buy it,This part does not work in my dishwasher-it falls off the track.  GE says this is the correct replacement part but it does not fit.,12/11/13
GE Part Number WR13X10285 HINGE TOP & PIN ASM FF,5,Y,Fit perfect,Fit perfect.<br />Exact item.<br />Really not much more to say except make sure you get the right model numbers and item numbers.,12/10/13
